Student_ID,Gender,Age,City,Department,Semester,Matric_Marks,Intermediate_Marks,Entry_Test_Score,Current_CGPA,Previous_Semester_GPA,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Social_Media_Hours,Stress_Level,Motivation_Level,Discipline_Level,Programming_Skill_Level,Python_Knowledge,Java_Knowledge,Database_Knowledge,ML_Knowledge,Web_Development_Skill,GitHub_Projects_Count,Certifications_Count,Internship_Experience,Internship_Duration_Months,Scholarship,Hostel_Resident,Financial_Background,Transport_Mode,Communication_Skill,English_Level,Resume_Score,Job_Applications_Submitted,Offer_Letters_Received,Placement_Status
125,Female,26,Karachi,EE,7,1093,775,67,2.63,2.26,78,7.4,5.4,4.6,High,High,Low,Beginner,6,9,8,4,8,17,5,Yes,10,No,No,High,Car,4,Good,55,32,4,Placed
126,Male,26,Karachi,ME,7,1033,816,31,2.81,2.34,83,6.1,5.4,5.0,Medium,Medium,Low,Advanced,2,0,10,0,3,5,4,Yes,1,No,Yes,High,Bus,5,Fluent,62,39,5,Placed
127,Female,21,Peshawar,DS,1,950,760,100,1.63,1.87,99,3.4,7.9,2.5,Low,Low,High,Intermediate,3,9,7,3,10,18,5,Yes,5,No,Yes,High,Bus,9,Good,55,32,0,Placed
128,Male,26,Islamabad,DS,3,963,1079,49,1.6,2.03,50,4.9,5.7,1.5,Low,High,Low,Advanced,9,0,10,9,10,15,4,No,0,Yes,No,High,Car,10,Fluent,100,50,4,Placed
129,Female,19,Lahore,BBA,4,711,1086,97,2.69,2.75,96,2.1,5.8,2.0,Medium,High,High,Advanced,10,0,1,10,5,7,7,Yes,11,No,No,Low,Walk,10,Fluent,61,18,0,Placed
130,Male,25,Mardan,CS,5,649,685,98,2.83,2.96,97,5.4,4.4,1.9,High,Medium,Low,Intermediate,3,10,10,3,10,3,6,No,0,Yes,Yes,Low,Walk,4,Weak,98,5,0,Placed
131,Male,21,Mardan,DS,7,799,944,45,2.84,2.98,64,3.9,5.6,2.4,Medium,High,Low,Advanced,9,1,9,0,1,16,5,No,0,Yes,No,Middle,Walk,2,Fluent,67,30,1,Placed
132,Male,26,Lahore,DS,3,973,931,77,3.89,3.4,59,5.6,8.0,5.5,High,High,Low,Intermediate,8,2,1,0,0,17,6,No,0,Yes,No,Low,Walk,9,Average,40,10,1,Placed
133,Male,19,Lahore,SE,1,930,881,39,2.23,1.8,94,6.1,6.7,5.9,Medium,Medium,High,Advanced,1,3,9,7,5,4,5,No,0,Yes,Yes,Middle,Walk,4,Good,42,42,2,Placed
134,Male,23,Peshawar,EE,3,928,823,65,3.6,3.23,40,2.8,7.6,4.7,Medium,High,High,Advanced,5,7,7,7,5,15,4,Yes,11,Yes,No,Low,Car,9,Weak,43,4,5,Placed
135,Male,24,Karachi,AI,1,934,996,49,2.41,2.13,75,2.5,6.7,5.4,Medium,Low,Low,Advanced,9,4,2,7,8,2,8,Yes,11,Yes,Yes,High,Car,7,Fluent,76,36,4,Placed
136,Female,23,Islamabad,CS,4,621,942,56,2.79,3.08,88,4.2,5.8,0.4,Medium,High,High,Beginner,6,7,7,0,0,3,5,No,0,Yes,No,High,Walk,9,Fluent,65,4,4,Placed
137,Female,23,Peshawar,BBA,8,671,825,51,2.07,2.08,90,4.1,6.5,3.6,Medium,Low,High,Beginner,4,3,2,2,2,19,5,No,0,No,Yes,Middle,Walk,2,Weak,59,10,5,Placed
138,Female,20,Mardan,SE,3,685,732,53,2.79,2.7,80,4.3,4.7,5.3,High,Low,High,Advanced,9,10,0,10,4,6,1,No,0,Yes,Yes,Middle,Car,8,Good,90,42,4,Placed
139,Female,25,Mardan,IT,4,1040,1065,94,3.21,3.54,64,3.4,5.0,0.7,High,Medium,Medium,Intermediate,9,1,2,7,9,17,0,Yes,8,Yes,Yes,High,Walk,9,Fluent,45,2,5,Placed
140,Female,23,Lahore,IT,7,642,745,99,2.52,2.21,48,2.4,8.6,4.6,High,High,Medium,Intermediate,0,9,8,1,8,12,0,No,0,No,Yes,Low,Walk,4,Good,70,16,4,Placed
141,Female,24,Peshawar,AI,7,884,847,62,3.97,4.0,75,6.4,5.9,2.9,High,Low,Low,Beginner,6,2,10,1,3,5,7,No,0,No,Yes,Low,Walk,2,Good,57,9,3,Placed
142,Male,21,Swat,BBA,2,914,935,96,2.22,2.68,78,0.8,8.9,2.3,Medium,Low,High,Intermediate,0,2,10,7,7,6,0,Yes,1,Yes,Yes,High,Bus,9,Good,66,0,1,Placed
143,Female,24,Karachi,EE,4,881,745,74,2.37,2.69,73,0.6,8.6,4.2,High,Medium,High,Intermediate,3,9,3,7,6,8,0,Yes,9,Yes,No,Middle,Bus,3,Fluent,82,50,4,Placed
144,Male,25,Islamabad,AI,6,614,846,44,2.14,2.02,89,3.9,6.9,2.8,High,High,Medium,Intermediate,3,10,3,5,6,16,5,No,0,Yes,No,Low,Walk,9,Good,31,4,4,Placed
145,Female,21,Islamabad,DS,3,977,702,60,3.34,3.71,100,6.1,5.0,5.6,Medium,Medium,High,Beginner,3,3,3,3,9,4,5,Yes,11,No,Yes,High,Bus,2,Good,45,20,3,Placed
146,Female,24,Lahore,AI,3,616,857,74,2.48,2.67,43,4.4,8.7,2.5,Low,High,Medium,Intermediate,2,7,1,8,7,0,5,No,0,Yes,No,Middle,Bike,1,Good,56,15,2,Placed
147,Female,20,Abbottabad,ME,7,805,743,87,1.95,1.58,53,3.6,5.8,4.5,Medium,Medium,Low,Intermediate,9,10,3,1,4,17,3,Yes,3,Yes,No,Low,Car,7,Good,78,40,4,Placed
148,Female,22,Peshawar,CS,7,843,1029,42,2.62,2.45,46,5.7,8.1,0.4,Medium,High,High,Intermediate,5,5,8,8,4,0,5,No,0,Yes,Yes,Middle,Bike,7,Good,45,31,5,Placed
149,Male,25,Mardan,SE,3,892,807,39,1.7,1.54,80,6.6,7.2,2.0,Low,High,Low,Beginner,5,5,10,4,4,8,6,No,0,No,Yes,Low,Bus,8,Fluent,76,42,2,Placed
150,Female,19,Mardan,IT,2,803,868,40,1.76,1.88,99,7.1,4.1,3.3,Medium,Medium,Medium,Advanced,1,10,6,4,3,9,3,Yes,9,Yes,Yes,Low,Bike,8,Average,46,34,2,Placed
151,Female,25,Mardan,EE,5,826,757,76,2.53,2.19,98,3.1,8.0,3.2,Medium,High,Low,Intermediate,0,0,8,2,5,15,4,No,0,No,No,Low,Walk,9,Fluent,31,50,0,Placed
152,Female,24,Mardan,AI,3,734,640,84,3.06,3.08,85,6.0,5.9,2.3,High,Medium,Medium,Intermediate,9,10,4,4,10,8,8,Yes,3,Yes,No,Low,Walk,7,Weak,54,44,4,Placed
153,Male,20,Abbottabad,CS,1,824,972,31,2.08,1.73,51,7.8,4.6,1.7,Medium,Low,High,Intermediate,7,3,5,6,4,11,7,No,0,Yes,Yes,Low,Bike,8,Fluent,34,30,1,Placed
154,Female,18,Swat,IT,4,617,701,88,3.34,2.93,64,6.3,7.7,2.7,Low,High,Low,Beginner,10,3,7,6,10,10,4,Yes,5,No,No,Low,Bike,3,Average,35,7,1,Placed
155,Female,22,Abbottabad,IT,7,953,843,49,2.43,2.02,90,2.3,6.9,5.8,Low,Medium,High,Intermediate,2,7,1,10,9,20,5,No,0,Yes,Yes,Low,Walk,1,Average,37,50,5,Placed
156,Female,18,Karachi,EE,6,824,886,67,2.86,2.85,86,1.5,6.4,5.4,High,Medium,Medium,Beginner,9,2,8,5,5,8,7,Yes,2,Yes,No,Middle,Bike,10,Weak,100,0,5,Placed
157,Female,23,Karachi,AI,6,697,868,93,3.41,3.06,86,1.0,8.1,5.8,Medium,Low,Low,Intermediate,4,5,6,10,5,3,1,Yes,3,Yes,Yes,Low,Bus,9,Good,38,2,4,Placed
158,Male,18,Mardan,BBA,4,935,851,40,2.67,2.81,78,5.9,8.6,0.1,Low,High,Low,Advanced,5,8,6,5,0,16,4,No,0,Yes,Yes,High,Bus,1,Average,39,34,3,Placed
159,Male,20,Islamabad,EE,2,940,818,43,1.92,1.6,89,5.3,6.3,2.1,High,Medium,High,Advanced,6,8,5,10,2,19,8,No,0,No,No,Middle,Walk,8,Good,75,15,4,Placed
160,Female,23,Abbottabad,ME,8,608,865,47,3.98,3.78,65,0.5,5.4,0.2,Medium,Medium,High,Intermediate,4,3,3,5,0,17,4,Yes,1,No,No,Low,Car,9,Weak,49,15,1,Placed
161,Male,24,Swat,AI,2,1060,953,42,2.99,2.79,86,2.9,6.4,2.9,High,Low,Medium,Advanced,9,6,1,0,5,13,5,Yes,12,Yes,No,Low,Bike,7,Average,45,34,4,Placed
162,Male,20,Mardan,CS,7,821,748,80,1.87,1.71,68,6.1,4.5,3.5,Medium,Medium,High,Beginner,7,9,0,8,6,2,4,No,0,Yes,Yes,Middle,Car,7,Good,94,36,1,Placed
163,Female,24,Karachi,BBA,2,764,776,33,3.42,3.09,47,5.5,5.7,2.5,Low,High,Low,Beginner,5,9,7,9,2,1,7,No,0,Yes,Yes,Low,Bus,4,Good,55,18,0,Placed
164,Female,25,Karachi,ME,1,867,984,63,2.87,2.99,61,2.1,5.0,3.2,High,Low,Low,Advanced,2,10,0,6,9,1,8,Yes,5,Yes,No,Low,Walk,5,Good,51,24,5,Placed
165,Female,19,Swat,CS,5,860,1100,42,3.76,3.74,95,7.1,8.9,2.3,High,Low,Low,Advanced,9,8,1,2,3,14,8,Yes,4,No,No,Middle,Walk,9,Good,32,22,5,Placed
166,Male,21,Lahore,DS,1,615,1083,65,2.06,1.9,80,2.4,9.0,2.3,Medium,High,Low,Advanced,6,10,2,1,6,19,8,Yes,10,Yes,No,Middle,Bike,4,Average,83,13,5,Placed
167,Female,20,Lahore,DS,3,1077,889,50,2.29,2.35,67,8.0,4.7,5.9,Low,Low,Low,Advanced,1,2,5,2,0,13,5,No,0,No,Yes,Low,Bus,7,Average,68,48,4,Placed
168,Female,21,Karachi,AI,1,1033,909,90,3.28,3.15,62,1.1,4.7,4.7,Low,Low,Low,Intermediate,6,7,7,2,2,7,3,Yes,5,No,Yes,High,Car,1,Fluent,82,28,4,Placed
169,Female,21,Islamabad,EE,7,760,801,98,2.81,3.19,89,0.8,5.9,4.4,Low,Medium,Medium,Beginner,0,8,1,7,7,7,0,No,0,Yes,No,High,Bus,9,Fluent,98,25,2,Placed
170,Female,22,Karachi,CS,3,657,692,99,1.84,1.75,69,6.7,7.6,2.7,High,Medium,High,Advanced,7,0,2,7,9,14,3,No,0,Yes,Yes,Low,Bus,2,Average,62,23,0,Placed
171,Female,24,Mardan,EE,1,1041,676,50,3.67,3.35,89,1.8,8.4,2.0,Medium,Medium,High,Beginner,0,6,4,4,7,20,4,Yes,4,Yes,No,Low,Walk,3,Fluent,45,0,4,Placed
172,Male,25,Islamabad,EE,8,742,917,56,1.62,1.27,45,5.0,8.4,0.0,High,High,High,Advanced,10,5,0,2,0,10,4,Yes,7,Yes,Yes,High,Bike,2,Good,36,44,4,Placed
173,Female,18,Mardan,IT,5,818,1031,100,1.66,1.63,60,3.3,4.3,2.3,Medium,High,Medium,Advanced,1,4,5,8,6,6,8,Yes,10,Yes,No,High,Bike,4,Fluent,37,16,4,Placed
174,Male,26,Peshawar,ME,8,699,600,45,1.56,1.69,91,1.8,7.5,3.7,Medium,Medium,High,Advanced,1,3,9,6,6,10,0,Yes,11,Yes,No,Middle,Bus,6,Good,57,35,2,Placed
175,Female,23,Islamabad,EE,1,944,845,90,3.49,3.64,93,1.8,5.7,2.0,Medium,Low,Low,Advanced,7,2,10,7,8,14,5,No,0,No,Yes,Low,Bike,7,Average,37,17,0,Placed
176,Male,24,Swat,SE,2,963,616,64,2.53,2.53,95,6.4,8.3,1.8,High,Low,Medium,Intermediate,3,5,7,4,3,9,8,No,0,Yes,Yes,Low,Walk,3,Good,44,32,1,Placed
177,Female,23,Swat,SE,2,705,970,34,2.65,2.86,92,7.9,9.0,3.1,High,Low,Medium,Advanced,8,1,0,4,0,10,1,Yes,9,No,Yes,High,Bike,8,Good,35,12,1,Placed
178,Male,25,Peshawar,IT,5,886,863,43,2.02,1.87,49,1.7,8.8,0.7,Medium,High,Low,Intermediate,5,4,2,4,9,5,3,No,0,No,Yes,Low,Bus,2,Fluent,69,6,3,Placed
179,Female,20,Abbottabad,ME,6,1014,873,40,3.93,4.0,59,3.0,7.8,1.2,Medium,Medium,Low,Intermediate,7,9,2,1,7,14,1,No,0,Yes,Yes,Low,Bike,5,Fluent,89,44,5,Placed
180,Female,25,Mardan,CS,2,744,993,74,3.01,2.64,70,1.3,8.2,2.9,High,Low,Medium,Advanced,1,6,1,5,8,9,1,No,0,No,Yes,High,Car,9,Fluent,89,24,0,Placed
181,Male,24,Abbottabad,BBA,4,893,1028,92,1.79,1.89,51,5.5,8.7,0.5,Low,Low,Low,Beginner,5,8,1,7,2,12,4,No,0,No,No,High,Bus,2,Average,43,37,5,Placed
182,Female,25,Karachi,DS,7,762,753,68,3.8,4.0,79,4.8,7.4,1.2,Low,Medium,Low,Intermediate,5,1,9,0,9,12,8,Yes,6,Yes,Yes,High,Bike,3,Fluent,67,15,3,Placed
183,Female,24,Islamabad,EE,7,884,796,76,3.6,3.25,74,2.1,4.7,1.0,High,Low,Medium,Intermediate,10,2,2,0,1,4,0,Yes,2,Yes,No,Middle,Walk,8,Average,85,32,3,Placed
184,Male,20,Karachi,EE,1,737,810,99,2.94,2.47,76,4.2,7.6,4.4,Low,Medium,High,Advanced,0,9,7,5,1,2,7,No,0,No,Yes,High,Bus,3,Good,97,47,5,Placed
185,Female,18,Mardan,BBA,1,769,815,75,3.9,4.0,70,3.9,6.9,5.4,Low,Low,High,Advanced,4,2,0,9,4,1,4,Yes,11,No,Yes,Middle,Walk,8,Good,51,4,2,Placed
186,Female,22,Peshawar,DS,1,677,937,87,2.42,2.1,87,1.3,7.0,1.0,High,High,Low,Advanced,3,7,2,8,0,2,5,No,0,No,No,Low,Walk,3,Good,49,13,4,Placed
187,Female,19,Swat,CS,3,985,1072,98,2.08,2.26,69,3.5,7.7,1.8,Medium,High,High,Beginner,6,7,4,2,8,0,6,No,0,No,Yes,Low,Bike,5,Good,87,17,2,Placed
188,Male,24,Lahore,ME,4,946,953,53,2.28,1.79,86,5.5,6.6,4.6,Low,High,Low,Advanced,0,1,0,6,1,3,8,Yes,12,No,No,Low,Bus,8,Weak,74,3,4,Placed
189,Female,19,Peshawar,IT,3,1095,694,44,3.24,2.99,64,5.4,6.8,5.4,Medium,Low,Medium,Intermediate,7,10,1,10,7,13,4,Yes,2,No,Yes,Middle,Walk,6,Average,62,16,1,Placed
190,Female,24,Islamabad,SE,8,929,654,86,3.29,2.89,46,1.6,5.1,4.6,Medium,High,Low,Intermediate,1,1,9,4,7,15,0,Yes,11,No,No,Low,Bike,3,Fluent,30,32,5,Placed
191,Female,19,Peshawar,AI,1,890,874,75,2.33,2.13,64,7.7,6.4,4.9,Medium,High,Low,Advanced,0,10,10,1,5,10,8,No,0,Yes,Yes,High,Bus,2,Good,88,19,5,Placed
192,Male,25,Karachi,IT,8,903,722,92,2.47,2.76,87,1.9,4.1,0.2,High,High,High,Advanced,10,4,7,8,7,1,0,No,0,Yes,No,Low,Car,6,Average,37,29,5,Placed
193,Male,19,Swat,CS,3,623,724,46,1.54,1.67,71,5.4,8.6,2.8,Medium,Low,High,Beginner,4,1,7,9,2,3,1,Yes,2,Yes,No,Middle,Walk,2,Weak,93,36,4,Placed
194,Male,20,Mardan,BBA,2,789,883,51,2.6,3.03,47,2.6,4.8,4.5,Medium,High,Medium,Advanced,0,2,1,10,9,5,6,Yes,1,Yes,Yes,Low,Bike,1,Good,92,44,1,Placed
195,Female,26,Islamabad,ME,7,692,967,93,3.03,2.62,55,7.5,4.2,3.7,Medium,Low,Low,Beginner,4,5,6,0,8,6,3,Yes,10,No,Yes,Middle,Car,2,Average,97,7,1,Placed
196,Male,18,Karachi,CS,6,1055,988,88,1.61,1.85,58,2.1,7.1,1.5,Low,Low,Medium,Intermediate,8,2,2,0,7,3,8,No,0,No,No,Low,Bike,2,Average,60,14,0,Placed
197,Male,24,Abbottabad,AI,2,710,1075,88,1.95,1.82,70,4.9,6.2,0.3,Medium,Low,Medium,Advanced,7,3,10,5,4,10,3,Yes,5,Yes,Yes,Middle,Walk,3,Average,34,14,2,Placed
198,Male,26,Islamabad,AI,2,902,842,89,2.2,2.43,66,6.9,9.0,2.9,Medium,High,Medium,Intermediate,3,3,5,6,9,18,3,No,0,Yes,Yes,Middle,Bus,3,Average,30,30,5,Placed
199,Female,19,Islamabad,CS,7,646,608,91,3.17,2.83,100,2.1,5.2,2.2,Medium,High,Medium,Intermediate,7,9,9,0,7,4,7,No,0,No,Yes,High,Bus,7,Average,53,33,0,Placed
200,Female,19,Swat,BBA,1,656,796,76,2.66,2.2,72,7.6,8.4,4.0,High,Low,Medium,Beginner,5,2,10,8,1,6,8,Yes,9,Yes,No,High,Car,3,Weak,72,22,2,Placed
201,Male,23,Lahore,BBA,8,872,947,98,3.75,3.7,71,4.3,6.4,5.0,Low,High,Low,Advanced,5,10,1,3,7,2,1,No,0,Yes,Yes,Low,Bike,7,Weak,52,31,1,Placed
202,Female,22,Swat,EE,3,749,696,38,1.56,1.86,70,3.1,7.2,2.7,Medium,Low,Medium,Beginner,8,10,5,6,9,20,5,No,0,No,No,High,Car,6,Average,92,14,3,Placed
203,Female,23,Mardan,DS,8,693,1098,52,3.6,3.79,50,5.1,6.7,1.0,High,High,Low,Intermediate,10,2,2,3,1,10,0,No,0,No,No,Low,Car,10,Fluent,46,42,2,Placed
204,Female,26,Peshawar,SE,5,674,1085,88,3.82,3.48,47,7.4,6.5,2.4,Low,Low,High,Intermediate,8,8,5,10,4,9,7,No,0,No,Yes,High,Walk,10,Average,48,35,0,Placed
205,Female,25,Swat,BBA,2,713,1000,65,1.99,1.57,60,0.9,6.9,3.8,Medium,Medium,Medium,Intermediate,7,10,10,1,8,6,6,Yes,11,No,No,Low,Walk,8,Fluent,70,0,2,Placed
206,Female,26,Mardan,IT,4,826,747,50,3.51,3.98,86,7.2,6.1,4.4,Low,Low,Medium,Advanced,6,6,2,9,9,4,1,No,0,No,Yes,High,Walk,4,Fluent,68,40,2,Placed
207,Female,20,Lahore,AI,3,1023,754,68,2.74,2.98,93,3.4,4.2,3.3,Low,Low,Medium,Intermediate,3,0,0,2,4,20,4,No,0,No,Yes,Middle,Car,8,Fluent,45,31,0,Placed
208,Female,22,Abbottabad,ME,2,683,897,37,1.87,1.83,63,4.3,8.2,3.5,High,Low,Low,Intermediate,2,5,2,0,4,13,5,No,0,No,Yes,High,Car,6,Good,36,38,1,Not Placed
209,Female,22,Mardan,BBA,2,865,744,77,3.45,3.36,74,4.9,4.1,4.9,Low,Medium,Medium,Intermediate,2,1,3,2,8,6,3,Yes,7,No,Yes,Low,Car,9,Good,97,19,5,Placed
210,Male,20,Abbottabad,DS,1,672,952,59,2.27,1.98,87,6.6,8.3,1.3,Low,Low,Medium,Beginner,1,6,1,1,0,13,7,Yes,1,Yes,No,Low,Bike,1,Average,55,42,0,Placed
211,Female,21,Swat,SE,6,1085,896,74,2.38,2.74,41,1.2,8.7,5.1,High,Low,Low,Advanced,9,3,8,9,1,18,1,Yes,12,Yes,No,Low,Bus,1,Average,97,32,5,Placed
212,Female,25,Mardan,IT,3,716,808,44,3.4,3.21,93,3.2,5.1,2.3,Medium,High,High,Advanced,7,1,8,2,7,9,5,Yes,6,No,Yes,Middle,Bike,9,Fluent,35,19,5,Placed
213,Male,22,Mardan,EE,4,947,788,52,1.53,1.7,94,1.0,6.4,5.0,Low,Medium,Low,Intermediate,10,1,6,7,8,3,1,No,0,Yes,Yes,Low,Bike,3,Fluent,80,38,3,Placed
214,Male,22,Karachi,DS,7,848,861,65,1.87,1.82,62,4.1,6.0,3.6,Low,Medium,High,Advanced,1,4,7,7,3,0,2,Yes,8,Yes,Yes,Middle,Bike,2,Fluent,36,39,0,Placed
215,Female,25,Islamabad,AI,5,1014,1040,99,2.87,3.32,82,4.2,6.7,3.0,Medium,Medium,Low,Beginner,0,6,1,6,7,12,5,Yes,1,Yes,No,High,Car,8,Fluent,88,19,5,Placed
216,Male,26,Mardan,ME,8,853,902,78,3.04,2.89,75,6.9,6.0,3.0,Medium,Medium,Medium,Beginner,4,5,0,0,9,4,0,Yes,11,No,No,Low,Walk,6,Good,74,22,0,Placed
217,Female,19,Mardan,IT,5,835,936,84,2.92,3.32,47,3.0,5.6,0.1,Medium,Medium,High,Advanced,4,0,7,9,0,12,5,No,0,Yes,No,Low,Car,10,Good,79,48,5,Placed
218,Female,23,Karachi,EE,4,1035,874,57,2.22,1.77,71,5.3,4.4,5.8,Low,High,Medium,Advanced,9,6,3,9,1,18,1,Yes,10,No,No,Low,Bike,6,Good,64,32,2,Placed
219,Female,21,Islamabad,EE,7,692,1051,32,3.07,3.09,56,5.2,7.8,2.7,Low,Low,High,Intermediate,2,9,7,3,10,8,7,Yes,9,Yes,No,Middle,Car,9,Weak,85,43,2,Placed
220,Female,21,Abbottabad,EE,5,720,807,60,1.78,1.47,92,2.7,7.4,1.0,High,High,Low,Beginner,3,4,7,7,8,13,6,Yes,5,Yes,Yes,Middle,Bike,1,Weak,55,41,0,Placed
221,Male,19,Islamabad,BBA,5,943,936,41,2.49,2.83,95,1.0,8.5,5.7,Medium,Medium,High,Beginner,2,3,1,9,8,16,1,No,0,No,Yes,Low,Bus,10,Average,97,47,3,Placed
222,Male,19,Swat,SE,4,851,873,77,3.25,2.86,57,3.8,6.9,1.5,High,High,Low,Advanced,8,6,7,10,3,4,4,No,0,No,Yes,High,Bus,6,Fluent,90,44,5,Placed
223,Female,22,Lahore,BBA,2,1065,1091,80,3.82,4.0,74,7.0,5.9,5.1,Medium,High,Medium,Beginner,4,1,3,4,3,14,2,Yes,5,Yes,No,Middle,Walk,6,Good,82,6,1,Placed
224,Female,24,Mardan,BBA,8,922,827,47,1.51,1.21,84,0.7,7.2,0.3,Medium,Low,High,Beginner,4,5,9,1,1,7,2,No,0,No,No,Middle,Car,9,Fluent,46,37,2,Placed
225,Female,23,Abbottabad,SE,7,610,1085,32,3.81,3.96,96,3.3,6.9,5.0,Low,High,Low,Intermediate,10,3,1,7,3,5,4,No,0,No,Yes,Low,Bike,1,Fluent,81,0,5,Placed
226,Female,19,Peshawar,AI,4,982,853,78,1.83,2.19,52,7.6,5.3,4.9,Low,Medium,High,Beginner,9,3,4,10,3,5,6,Yes,5,No,Yes,High,Walk,7,Fluent,48,43,5,Placed
227,Female,20,Mardan,BBA,7,905,731,39,1.74,1.3,83,2.1,6.1,2.3,Low,High,Low,Advanced,5,3,7,5,9,0,0,No,0,No,No,High,Bike,5,Fluent,94,37,1,Placed
228,Male,23,Peshawar,ME,3,659,760,35,3.95,3.95,45,2.9,4.7,3.2,Low,Low,Low,Intermediate,4,5,6,4,4,16,4,Yes,6,No,Yes,High,Walk,6,Good,85,3,1,Placed
229,Male,20,Swat,ME,7,782,963,92,2.64,2.25,47,8.0,4.2,5.6,Medium,Low,Low,Beginner,2,1,5,1,3,5,4,No,0,Yes,Yes,High,Car,3,Good,95,49,3,Placed
230,Female,19,Peshawar,EE,6,614,641,88,3.58,3.74,77,7.5,5.6,0.6,Medium,Low,High,Intermediate,7,10,4,9,10,10,0,No,0,Yes,Yes,Low,Bike,1,Good,87,4,4,Placed
231,Female,20,Lahore,AI,7,806,745,49,1.8,1.79,45,0.7,5.9,1.2,High,High,Medium,Beginner,6,4,10,9,2,3,5,Yes,8,No,No,Middle,Bike,6,Fluent,95,5,3,Placed
232,Male,24,Lahore,IT,1,951,965,49,3.83,3.86,72,3.1,5.1,2.8,Medium,High,Low,Beginner,10,8,1,4,7,2,6,Yes,3,No,Yes,High,Walk,8,Fluent,68,35,0,Placed
233,Female,24,Abbottabad,IT,8,899,641,94,1.54,1.78,82,5.9,5.8,4.9,Low,Low,Low,Advanced,7,2,2,6,0,13,1,No,0,No,No,Middle,Car,5,Weak,70,47,4,Placed
234,Male,24,Islamabad,CS,1,954,807,92,2.26,2.57,65,1.4,6.4,1.0,Low,Low,Medium,Advanced,9,5,10,10,6,2,4,Yes,4,Yes,Yes,High,Car,3,Average,47,41,1,Placed
235,Female,19,Mardan,DS,8,678,978,86,3.91,3.88,49,4.1,4.8,0.1,Low,Medium,Medium,Advanced,7,9,3,3,4,1,6,Yes,11,No,No,Middle,Bike,6,Weak,31,31,4,Placed
236,Female,26,Mardan,CS,7,813,1055,90,1.79,1.91,76,2.9,8.5,0.4,High,High,Medium,Intermediate,10,5,7,6,0,9,2,No,0,No,Yes,High,Car,4,Fluent,90,38,5,Placed
237,Male,24,Abbottabad,BBA,8,953,983,41,3.17,2.8,91,7.8,5.0,1.0,Medium,High,Low,Beginner,3,2,9,7,1,15,6,Yes,9,Yes,Yes,Middle,Bike,5,Good,60,11,4,Placed
238,Male,24,Karachi,IT,4,1001,781,35,3.43,3.49,47,4.7,9.0,2.9,Low,High,Low,Intermediate,2,8,9,10,1,14,0,Yes,10,Yes,Yes,High,Bus,8,Fluent,44,13,2,Placed
239,Male,26,Abbottabad,ME,2,1034,703,86,3.92,4.0,49,5.4,4.7,2.0,Low,High,Medium,Intermediate,0,3,7,5,4,5,8,No,0,No,No,High,Car,2,Fluent,64,50,1,Placed
240,Female,24,Lahore,ME,6,1012,864,38,1.71,1.52,100,0.7,4.0,0.9,High,High,Medium,Advanced,2,6,0,6,0,18,2,No,0,No,No,High,Bike,1,Average,96,22,0,Placed
241,Male,24,Abbottabad,ME,4,957,776,81,3.44,3.82,96,4.6,7.3,4.7,Low,Low,High,Intermediate,1,0,8,5,6,16,2,Yes,2,No,No,High,Car,9,Fluent,66,37,2,Placed
242,Male,26,Abbottabad,IT,1,624,987,45,2.62,2.69,93,3.3,5.8,3.8,High,High,Low,Intermediate,0,7,5,3,9,19,8,No,0,No,Yes,High,Walk,4,Fluent,74,6,2,Placed
243,Female,19,Mardan,SE,7,666,843,57,2.62,2.49,93,3.6,6.1,0.6,Low,Low,High,Advanced,8,6,9,8,8,8,6,No,0,No,No,High,Walk,10,Weak,93,8,3,Placed
244,Male,21,Mardan,ME,8,1087,660,82,1.78,1.65,42,6.1,5.8,5.7,High,Medium,Low,Advanced,4,0,8,2,1,9,5,No,0,No,Yes,Low,Car,6,Fluent,68,19,2,Placed
245,Female,18,Karachi,IT,6,889,831,73,3.45,3.43,44,7.0,6.9,2.5,Medium,Medium,High,Intermediate,9,2,2,8,10,14,7,No,0,Yes,No,Middle,Car,8,Weak,49,2,5,Placed
246,Male,20,Islamabad,CS,5,1089,916,99,2.94,2.49,75,5.3,4.4,3.9,Low,High,High,Beginner,9,8,3,7,8,3,0,Yes,5,Yes,Yes,High,Walk,9,Good,53,20,3,Placed
247,Female,24,Abbottabad,SE,7,658,650,99,1.92,1.56,41,6.9,5.3,1.9,Medium,Low,Medium,Beginner,4,1,2,4,6,1,2,Yes,1,Yes,No,Middle,Bus,10,Weak,71,20,2,Placed
248,Male,21,Swat,AI,4,737,631,70,2.66,2.57,71,4.3,8.7,3.0,Medium,Low,High,Advanced,7,0,6,10,3,8,0,Yes,9,Yes,No,High,Walk,9,Average,42,32,1,Placed
249,Male,21,Karachi,EE,8,748,934,51,1.5,1.93,42,0.5,8.1,2.8,Medium,Low,Medium,Advanced,7,4,9,4,10,11,6,No,0,Yes,Yes,High,Bus,4,Good,95,44,0,Placed
250,Female,24,Lahore,AI,6,985,962,87,2.18,2.34,96,5.6,5.3,2.1,Medium,High,High,Beginner,5,5,3,7,9,0,5,No,0,Yes,Yes,High,Car,3,Weak,30,45,3,Placed
251,Male,26,Swat,CS,8,907,783,79,1.94,2.21,83,1.4,5.9,5.8,High,Low,Low,Intermediate,0,1,7,5,3,0,7,No,0,No,Yes,Low,Bike,4,Average,32,31,2,Placed
